age,monthly_income,credit_utilization_ratio,loan_amount,loan_duration_months,num_late_payments,existing_loans_count,account_tenure_years,employment_type,education_level,marital_status,region,customer_financial_statement,default_risk,sentiment,sentiment_score,financial_stress_level,risk_category
45,6000.0,0.6,32000.0,60,2,3,9,Self-Employed,Bachelor,Married,Suburban,"My finances can be a bit tight sometimes, but I'm managing everything.",0,neutral,0.7990983724594116,Low,Low Risk
60,15000.0,0.13,40000.0,36,0,0,20,Salaried,Master,Married,Urban,My income allows me to comfortably manage all my financial commitments.,0,neutral,0.7160107493400574,Low,Low Risk
24,2000.0,0.95,7000.0,24,9,3,2,Student,High School,Single,Rural,"My financial struggles are severe, and I see no immediate path to recovery.",1,negative,0.5274717807769775,Medium,Watchlist
47,3500.0,0.8,18000.0,60,5,4,9,Salaried,Diploma,Divorced,Rural,I'm currently unable to meet my debt obligations and am falling further behind.,1,negative,0.968333899974823,High,High Risk
34,8200.0,0.35,20000.0,24,0,1,9,Salaried,Bachelor,Married,Suburban,I consistently manage my finances well and pay all bills on time.,0,neutral,0.8572981953620911,Low,Low Risk
60,2300.0,0.91,8000.0,24,8,3,14,Unemployed,Diploma,Divorced,Rural,"My financial struggles are severe, and I see no immediate path to recovery.",1,negative,0.5274717807769775,Medium,Watchlist
32,4000.0,0.65,25000.0,60,2,3,7,Self-Employed,Bachelor,Single,Urban,"It's a balancing act with my current income, but I'm committed to my financial goals.",0,neutral,0.8223519325256348,Low,Low Risk
53,17000.0,0.12,40000.0,36,0,0,19,Salaried,Master,Married,Urban,My income allows me to comfortably manage all my financial commitments.,0,neutral,0.7160107493400574,Low,Low Risk
28,2600.0,0.98,10000.0,36,10,5,4,Student,High School,Single,Suburban,"My financial struggles are severe, and I see no immediate path to recovery.",1,negative,0.5274717807769775,Medium,Watchlist
40,11000.0,0.22,28000.0,36,0,1,13,Salaried,Master,Married,Urban,My financial future feels secure with my current income and low liabilities.,0,neutral,0.5808157324790955,Low,Low Risk
68,1600.0,0.99,3000.0,12,10,2,15,Unemployed,High School,Divorced,Rural,My financial situation is dire; I have too much debt and no way to pay it all.,1,negative,0.9458333253860474,High,High Risk
39,5000.0,0.77,29000.0,60,5,4,9,Self-Employed,Bachelor,Single,Urban,"It's been a tough period, and my financial commitments have become overwhelming.",1,negative,0.9539028406143188,High,High Risk
51,18000.0,0.1,50000.0,60,0,1,18,Salaried,Master,Married,Urban,My income allows me to comfortably manage all my financial commitments.,0,neutral,0.7160107493400574,Low,Low Risk
23,2400.0,0.96,9000.0,48,9,3,1,Student,High School,Single,Rural,"My financial struggles are severe, and I see no immediate path to recovery.",1,negative,0.5274717807769775,Medium,Watchlist
46,6800.0,0.38,20000.0,36,1,2,10,Salaried,Bachelor,Married,Suburban,"I'm working on improving my credit score, but I keep up with payments.",0,positive,0.7940552234649658,Low,Low Risk
61,2000.0,0.85,7000.0,24,7,2,15,Unemployed,Diploma,Divorced,Rural,"My financial struggles are severe, and I see no immediate path to recovery.",1,negative,0.5274717807769775,Medium,Watchlist
35,4500.0,0.67,26000.0,60,3,3,8,Self-Employed,Diploma,Single,Urban,"Despite my efforts, I'm finding it hard to juggle all my current financial commitments.",1,negative,0.8420806527137756,High,High Risk
56,12000.0,0.17,30000.0,36,0,0,20,Salaried,Master,Married,Urban,"My financial standing is excellent, allowing me to easily handle any new commitments.",0,positive,0.9014744162559509,Low,Low Risk
29,3000.0,0.91,14000.0,48,8,4,5,Salaried,High School,Single,Rural,"With multiple late payments and high utilization, I'm at a breaking point financially.",1,negative,0.9583114385604858,High,High Risk
43,7500.0,0.3,22000.0,36,0,1,14,Salaried,Bachelor,Married,Suburban,"I have a good income and low debt, so I'm comfortable with my financial obligations.",0,neutral,0.8417258858680725,Low,Low Risk
67,1800.0,0.94,5000.0,12,9,3,12,Unemployed,High School,Divorced,Rural,My financial situation is dire; I have too much debt and no way to pay it all.,1,negative,0.9458333253860474,High,High Risk
31,4000.0,0.72,25000.0,60,4,3,6,Self-Employed,Diploma,Divorced,Urban,"Financial stress is high, and I've missed some payments recently.",1,negative,0.9640210866928101,High,High Risk
59,10000.0,0.28,25000.0,24,1,1,19,Salaried,Master,Married,Urban,"With stable employment and careful budgeting, I keep my finances in order.",0,neutral,0.7583054304122925,Low,Low Risk
26,2300.0,0.98,8000.0,36,10,5,3,Student,High School,Single,Urban,"My financial struggles are severe, and I see no immediate path to recovery.",1,negative,0.5274717807769775,Medium,Watchlist
48,16000.0,0.1,45000.0,60,0,1,17,Salaried,Master,Married,Urban,My income allows me to comfortably manage all my financial commitments.,0,neutral,0.7160107493400574,Low,Low Risk
65,2200.0,0.89,7000.0,24,7,3,10,Unemployed,Diploma,Divorced,Rural,My financial situation is dire; I have too much debt and no way to pay it all.,1,negative,0.9458333253860474,High,High Risk
37,7000.0,0.35,18000.0,24,0,1,10,Salaried,Bachelor,Married,Suburban,"I have a good income and low debt, so I'm comfortable with my financial obligations.",0,neutral,0.8417258858680725,Low,Low Risk
30,3200.0,0.9,15000.0,48,8,4,5,Salaried,High School,Single,Urban,"With multiple late payments and high utilization, I'm at a breaking point financially.",1,negative,0.9583114385604858,High,High Risk
54,19000.0,0.11,49000.0,60,0,1,19,Salaried,Master,Married,Urban,My financial future feels secure with my current income and low liabilities.,0,neutral,0.5808157324790955,Low,Low Risk
21,1600.0,0.99,4000.0,12,10,1,0,Student,High School,Single,Urban,"My financial struggles are severe, and I see no immediate path to recovery.",1,negative,0.5274717807769775,Medium,Watchlist
41,5500.0,0.7,28000.0,60,3,3,9,Self-Employed,Bachelor,Single,Suburban,"It's been a tough period, and my financial commitments have become overwhelming.",1,negative,0.9539028406143188,High,High Risk
63,2500.0,0.82,9000.0,36,6,4,13,Unemployed,Diploma,Divorced,Rural,"My current job isn't providing enough to stay afloat, and I'm deeply concerned.",1,negative,0.8657320737838745,High,High Risk
32,10500.0,0.23,26000.0,36,0,0,8,Salaried,Master,Married,Urban,"My financial standing is excellent, allowing me to easily handle any new commitments.",0,positive,0.9014744162559509,Low,Low Risk
57,7000.0,0.45,13000.0,12,1,2,16,Salaried,Bachelor,Married,Suburban,"I've faced some financial challenges, but I'm diligent in meeting my payment deadlines.",0,neutral,0.8381066918373108,Low,Low Risk
27,2800.0,0.96,12000.0,36,9,5,4,Student,Diploma,Single,Urban,"My financial struggles are severe, and I see no immediate path to recovery.",1,negative,0.5274717807769775,Medium,Watchlist
49,17000.0,0.12,42000.0,48,0,1,18,Salaried,Master,Married,Urban,My financial future feels secure with my current income and low liabilities.,0,neutral,0.5808157324790955,Low,Low Risk
69,1500.0,0.99,3000.0,12,10,2,14,Unemployed,High School,Divorced,Rural,My financial situation is dire; I have too much debt and no way to pay it all.,1,negative,0.9458333253860474,High,High Risk
42,9800.0,0.32,28000.0,48,0,2,12,Salaried,Bachelor,Married,Suburban,"My income is stable, and I have a good handle on my monthly expenses.",0,positive,0.5296257734298706,Low,Low Risk
28,4500.0,0.85,18000.0,36,4,1,5,Salaried,Diploma,Single,Urban,"I've been struggling to make ends meet recently, hoping this loan can provide some relief.",1,positive,0.7736926674842834,Low,Low Risk
55,15000.0,0.18,45000.0,60,0,3,20,Self-Employed,Master,Married,Urban,"I'm expanding my business, which is showing strong growth and profitability.",0,positive,0.9146249294281006,Low,Low Risk
33,6200.0,0.45,12000.0,24,1,0,8,Salaried,Bachelor,Married,Suburban,"My current financial situation is very stable, with consistent savings.",0,positive,0.9303826093673706,Low,Low Risk
24,2800.0,0.92,10000.0,36,6,0,1,Student,Diploma,Single,Urban,"I'm currently unemployed and looking for work, but need this to cover immediate expenses.",1,neutral,0.6681033372879028,Low,Low Risk
67,3500.0,0.78,8000.0,24,3,1,10,Unemployed,High School,Divorced,Rural,"My income has been inconsistent, and I'm worried about falling further behind.",1,negative,0.968848466873169,High,High Risk
38,8500.0,0.25,25000.0,48,0,2,10,Self-Employed,Bachelor,Married,Suburban,I have a good credit history and believe this loan is well within my means.,0,positive,0.6023268699645996,Low,Low Risk
50,12000.0,0.15,35000.0,60,0,4,18,Salaried,Master,Married,Urban,"My career is progressing well, ensuring steady income for the foreseeable future.",0,positive,0.9023194909095764,Low,Low Risk
29,5800.0,0.65,22000.0,36,2,1,6,Salaried,Bachelor,Single,Urban,"I've had some recent financial setbacks, and my credit has suffered.",1,negative,0.9650097489356995,High,High Risk
60,7000.0,0.4,15000.0,36,1,2,15,Self-Employed,Diploma,Divorced,Suburban,"This loan will help consolidate some debts, improving my overall financial standing.",0,positive,0.9557529091835022,Low,Low Risk
21,1800.0,0.95,5000.0,24,7,0,0,Student,High School,Single,Rural,It's getting harder to manage my daily expenses with my current income.,1,negative,0.9295135736465454,High,High Risk
48,11000.0,0.12,30000.0,60,0,1,16,Salaried,Master,Married,Suburban,I've budgeted carefully for this repayment and foresee no issues.,0,neutral,0.8039790391921997,Low,Low Risk
36,7500.0,0.38,18000.0,36,0,1,9,Salaried,Bachelor,Married,Urban,I'm looking to invest in a new opportunity and have strong repayment projections.,0,positive,0.8904069662094116,Low,Low Risk
63,18000.0,0.1,50000.0,60,0,5,20,Self-Employed,Master,Married,Urban,"My current financial situation is very stable, with consistent savings.",0,positive,0.9303826093673706,Low,Low Risk
27,3000.0,0.88,15000.0,48,5,1,3,Salaried,High School,Single,Suburban,"I have a lot of existing debt, and I'm finding it hard to keep up with all the payments.",1,negative,0.9520015120506287,High,High Risk
40,9000.0,0.28,20000.0,36,0,2,10,Salaried,Bachelor,Married,Rural,I've always managed my finances responsibly and am confident in my ability to repay.,0,positive,0.655415952205658,Low,Low Risk
58,6500.0,0.72,20000.0,48,3,3,14,Self-Employed,Diploma,Divorced,Urban,"Unexpected medical bills have put a strain on my finances, making this loan critical.",1,negative,0.964567244052887,High,High Risk
30,4800.0,0.35,10000.0,24,0,0,7,Salaried,Bachelor,Single,Suburban,"This loan is for a planned home improvement, and I have sufficient reserves.",0,neutral,0.8946553468704224,Low,Low Risk
69,2200.0,0.98,6000.0,12,8,2,11,Unemployed,High School,Divorced,Rural,"I need this loan to pay off other pressing debts, it's my last resort.",1,neutral,0.8973101377487183,Low,Low Risk
46,10500.0,0.2,32000.0,60,0,3,17,Salaried,Master,Married,Urban,I've budgeted carefully for this repayment and foresee no issues.,0,neutral,0.8039790391921997,Low,Low Risk
25,2000.0,0.89,10000.0,36,5,0,2,Student,Bachelor,Single,Suburban,It's getting harder to manage my daily expenses with my current income.,1,negative,0.9295135736465454,High,High Risk
39,7200.0,0.48,15000.0,36,1,1,11,Salaried,Bachelor,Married,Urban,"My income is stable, and I have a good handle on my monthly expenses.",0,positive,0.5296257734298706,Low,Low Risk
52,13000.0,0.14,40000.0,60,0,3,19,Self-Employed,Master,Married,Suburban,I've always managed my finances responsibly and am confident in my ability to repay.,0,positive,0.655415952205658,Low,Low Risk
65,4000.0,0.81,12000.0,24,4,2,15,Salaried,Diploma,Divorced,Rural,"I've had some recent financial setbacks, and my credit has suffered.",1,negative,0.9650097489356995,High,High Risk
31,5500.0,0.3,12000.0,24,0,1,7,Salaried,Bachelor,Single,Urban,"My current financial situation is very stable, with consistent savings.",0,positive,0.9303826093673706,Low,Low Risk
23,1900.0,0.99,8000.0,36,9,0,0,Unemployed,High School,Single,Urban,"My job situation is uncertain, but I desperately need these funds.",1,neutral,0.85108882188797,Low,Low Risk
49,16000.0,0.1,48000.0,60,0,4,19,Salaried,Master,Married,Suburban,I've budgeted carefully for this repayment and foresee no issues.,0,neutral,0.8039790391921997,Low,Low Risk
35,6800.0,0.55,20000.0,48,1,1,8,Self-Employed,Bachelor,Married,Rural,"This loan will help consolidate some debts, improving my overall financial standing.",0,positive,0.9557529091835022,Low,Low Risk
59,3000.0,0.83,10000.0,36,6,3,13,Salaried,Diploma,Divorced,Urban,"I have a lot of existing debt, and I'm finding it hard to keep up with all the payments.",1,negative,0.9520015120506287,High,High Risk
26,4000.0,0.4,10000.0,24,0,1,4,Salaried,Bachelor,Single,Suburban,"My career is progressing well, ensuring steady income for the foreseeable future.",0,positive,0.9023194909095764,Low,Low Risk
70,1500.0,1.0,5000.0,12,10,1,8,Unemployed,High School,Divorced,Rural,"I'm hoping this loan can help me get back on track, despite my past payment difficulties.",1,positive,0.9314055442810059,Low,Low Risk
41,9500.0,0.22,26000.0,48,0,2,11,Salaried,Bachelor,Married,Urban,I have a good credit history and believe this loan is well within my means.,0,positive,0.6023268699645996,Low,Low Risk
32,6000.0,0.7,25000.0,48,3,2,6,Salaried,Bachelor,Married,Suburban,"Unexpected medical bills have put a strain on my finances, making this loan critical.",1,negative,0.964567244052887,High,High Risk
57,14000.0,0.17,42000.0,60,0,4,20,Self-Employed,Master,Married,Urban,I'm looking to invest in a new opportunity and have strong repayment projections.,0,positive,0.8904069662094116,Low,Low Risk
22,2100.0,0.91,7000.0,24,6,0,1,Student,Diploma,Single,Rural,I desperately need these funds to cover immediate expenses as my job prospects are unclear.,1,negative,0.6878754496574402,Medium,Watchlist
44,10000.0,0.29,29000.0,48,0,3,13,Salaried,Bachelor,Married,Suburban,I've always managed my finances responsibly and am confident in my ability to repay.,0,positive,0.655415952205658,Low,Low Risk
61,2500.0,0.86,7500.0,24,5,2,9,Unemployed,High School,Divorced,Rural,"My income has been inconsistent, and I'm worried about falling further behind.",1,negative,0.968848466873169,High,High Risk
37,8000.0,0.33,23000.0,36,0,1,9,Salaried,Bachelor,Married,Urban,"My current financial situation is very stable, with consistent savings.",0,positive,0.9303826093673706,Low,Low Risk
53,17000.0,0.11,47000.0,60,0,5,19,Self-Employed,Master,Married,Urban,I've budgeted carefully for this repayment and foresee no issues.,0,neutral,0.8039790391921997,Low,Low Risk
28,3200.0,0.79,14000.0,48,4,1,5,Salaried,Diploma,Single,Suburban,"I've had some recent financial setbacks, and my credit has suffered.",1,negative,0.9650097489356995,High,High Risk
68,1800.0,0.99,4000.0,12,9,1,10,Unemployed,High School,Divorced,Rural,It's getting harder to manage my daily expenses with my current income.,1,negative,0.9295135736465454,High,High Risk
34,6500.0,0.36,14000.0,24,0,1,7,Salaried,Bachelor,Married,Urban,"This loan is for a planned home improvement, and I have sufficient reserves.",0,neutral,0.8946553468704224,Low,Low Risk
51,11500.0,0.16,38000.0,60,0,3,18,Salaried,Master,Married,Suburban,"My career is progressing well, ensuring steady income for the foreseeable future.",0,positive,0.9023194909095764,Low,Low Risk
21,1600.0,0.96,3500.0,12,7,0,0,Student,High School,Single,Rural,"I'm currently unemployed and looking for work, but need this to cover immediate expenses.",1,neutral,0.6681033372879028,Low,Low Risk
